b,alpha
5.4,0.001999997999892958
5.4,0.003999990907733255
5.4,0.005999980539082349
5.4,0.007999968709768794
5.4,0.009999957236526108
5.4,0.011999947936648115
5.4,0.01399994262885762
5.4,0.015999943132938992
5.4,0.017999951270514722
5.4,0.01999996886507716
5.4,0.021999997742309627
5.4,0.02400003973028755
5.4,0.02600009665982072
5.4,0.028000170364691622
5.4,0.03000026268190508
5.4,0.03200037545196153
5.4,0.034000510519163925
5.4,0.036000669731769394
5.4,0.03800085494242562
5.4,0.04000106800825943
5.4,0.04200131079129398
5.4,0.04400158515859541
5.4,0.046001892982632075
5.4,0.04800223614147897
5.4,0.050002616519139564
5.4,0.0520030360057441
5.4,0.05400349649790537
5.4,0.05600399989891291
5.4,0.05800454811904406
5.4,0.06000514307581665
5.4,0.06200578669427872
5.4,0.06400648090726505
5.4,0.06600722765566597
5.4,0.06800802888871603
5.4,0.0700088865642413
5.4,0.07200980264896288
5.4,0.07401077911877117
5.4,0.07601181795897016
5.4,0.07801292116456864
5.4,0.08001409074057945
5.4,0.08201532870225793
5.4,0.08401663707542549
5.4,0.08601801789668563
5.4,0.0880194732137811
5.4,0.09002100508580925
5.4,0.09202261558354008
5.4,0.09402430678968388
5.4,0.09602608079917677
5.4,0.09802793971947191
5.4,0.10002988567081396
5.4,0.10203192078653567
5.4,0.10403404721334106
5.4,0.1060362671115911
5.4,0.10803858265558404
5.4,0.11004099603387582
5.4,0.1120435094495363
5.4,0.114046125120468
5.4,0.11604884527968051
5.4,0.11805167217559921
5.4,0.12005460807236056
5.4,0.12205765525009693
5.4,0.12406081600524595
5.4,0.12606409265085608
5.414212955091157,0.12806748751687
5.414212955091157,0.13007100295044272
5.414212955091157,0.13207464131623878
5.414212955091157,0.13407840499674042
5.414212955091157,0.13608229639254954
5.414212955091157,0.13808631792270076
5.414212955091157,0.1400904720249721
5.414212955091157,0.14209476115618702
5.414212955091157,0.14409918779254752
5.414212955091157,0.14610375442992146
5.414212955091157,0.14810846358417248
5.414212955091157,0.1501133177914903
5.414212955091157,0.15211831960868746
5.414212955091157,0.15412347161353146
5.414212955091157,0.15612877640506803
5.414212955091157,0.15813423660393805
5.414212955091157,0.16013985485272034
5.414212955091157,0.16214563381624228
5.414212955091157,0.16415157618191975
5.414212955091157,0.16615768466008654
5.414212955091157,0.1681639619843267
5.414212955091157,0.17017041091181767
5.414212955091157,0.17217703422364997
5.414212955091157,0.1741838347251982
5.414212955091157,0.17619081524643238
5.414212955091157,0.17819797864228046
5.414212955091157,0.18020532779296872
5.414212955091157,0.18221286560436803
5.414212955091157,0.1842205950083571
5.414212955091157,0.1862285189631592
5.414212955091157,0.1882366404537061
5.414212955091157,0.19024496249199654
5.414212955091157,0.19225348811746057
5.414212955091157,0.19426222039730826
5.414212955091157,0.19627116242691192
5.414212955091157,0.19828031733016319
5.414212955091157,0.20028968825984658
5.414212955091157,0.20229927839801382
5.414212955091157,0.2043090909563593
5.414212955091157,0.2063191291766005
5.414212955091157,0.20832939633085115
5.414212955091157,0.2103398957220189
5.414212955091157,0.21235063068418095
5.414212955091157,0.21436160458297673
5.414212955091157,0.21637282081600814
5.414212955091157,0.21838428281322386
5.414212955091157,0.22039599403733068
5.414212955091157,0.2224079579841836
5.414212955091157,0.22442017818320573
5.414212955091157,0.22643265819778244
5.414212955091157,0.22844540162568097
5.414212955091157,0.23045841209946313
5.414212955091157,0.23247169328691503
5.414212955091157,0.23448524889144576
5.414212955091157,0.23649908265254196
5.414212955091157,0.2385131983461743
5.414212955091157,0.24052759978523847
5.414212955091157,0.24254229082000206
5.414212955091157,0.24455727533852215
5.414212955091157,0.2465725572671187
5.414212955091157,0.2485881405707927
5.414212955091157,0.25060402925370606
5.414212955091157,0.2526202273596196
5.414212955091157,0.2546367389723579
5.414212955091157,0.25665356821628155
5.414212955091157,0.25867071925674145
5.414212955091157,0.2606881963005684
5.414212955091157,0.26270600359654017
5.414212955091157,0.26472414543586675
5.414212955091157,0.2667426261526753
5.414212955091157,0.26876145012450414
5.414212955091157,0.2707806217727967
5.414212955091157,0.27280014556340687
5.414212955091157,0.2748200260070947
5.414212955091157,0.27684026766005143
5.414212955091157,0.2788608751243961
5.414212955091157,0.2808818530487197
5.414212955091157,0.28290320612858944
5.414212955091157,0.2849249391070926
5.414212955091157,0.2869470567753685
5.414212955091157,0.2889695639731545
5.414212955091157,0.2909924655893301
5.414212955091157,0.2930157665624712
5.414212955091157,0.2950394718814088
5.414212955091157,0.29706358658579396
5.414212955091157,0.2990881157666715
5.414212955091157,0.3011130645670536
5.414212955091157,0.30313843818250596
5.414212955091157,0.3051642418617311
5.414212955091157,0.3071904809071744
5.414212955091157,0.30921716067561555
5.414212955091157,0.31124428657878533
5.414212955091157,0.313271864083978
5.414212955091157,0.3152998987146726
5.414212955091157,0.3173283960511671
5.414212955091157,0.3193573617312058
5.414212955091157,0.32138680145063436
5.414212955091157,0.32341672096404356
5.414212955091157,0.325447126085427
5.414212955091157,0.32747802268885123
5.414212955091157,0.32950941670912764
5.414212955091157,0.33154131414249155
5.414212955091157,0.33357372104729777
5.414212955091157,0.3356066435447083
5.414212955091157,0.337640087819411
5.414212955091157,0.3396740601203209
5.414212955091157,0.34170856676131284
5.414212955091157,0.343743614121944
5.414212955091157,0.345779208648206
5.414212955091157,0.34781535685326026
5.414212955091157,0.3498520653182103
5.414212955091157,0.35188934069285593
5.414212955091157,0.35392718969647996
5.414212955091157,0.35596561911863384
5.414212955091157,0.35800463581992925
5.414212955091157,0.36004424673285274
5.414212955091157,0.36208445886257346
5.414212955091157,0.364125279287779
5.414212955091157,0.36616671516150734
5.414212955091157,0.36820877371199773
5.414212955091157,0.3702514622435487
5.414212955091157,0.37229478813739386
5.414212955091157,0.3743387588525722
5.414212955091157,0.37638338192683624
5.414212955091157,0.37842866497754746
5.414212955091157,0.3804746157025931
5.414212955091157,0.38252124188132225
5.414212955091157,0.3845685513754818
5.414212955091157,0.386616552130172
5.414212955091157,0.3886652521748135
5.414212955091157,0.39071465962412993
5.414212955091157,0.3927647826791396
5.414212955091157,0.3948156296281589
5.414212955091157,0.39686720884783316
5.414212955091157,0.39891952880415865
5.414212955091157,0.4009725980535443
5.414212955091157,0.40302642524386717
5.414212955091157,0.4050810191155562
5.414212955091157,0.40713638850268047
5.414212955091157,0.409192542334066
5.414212955091157,0.41124948963441715
5.414212955091157,0.413307239525454
5.414212955091157,0.4153658012270786
5.414212955091157,0.41742518405854073
5.414212955091157,0.419485397439634
5.414212955091157,0.4215464508919024
5.414212955091157,0.42360835403986563
5.414212955091157,0.4256711166122651
5.414212955091157,0.42773474844332204
5.414212955091157,0.4297992594740261
5.414212955091157,0.4318646597534262
5.414212955091157,0.43393095943995413
5.414212955091157,0.4359981688027631
5.414212955091157,0.4380662982230852
5.414212955091157,0.4401353581956159
5.414212955091157,0.44220535932990684
5.414212955091157,0.44427631235179255
5.414212955091157,0.4463482281048336
5.414212955091157,0.44842111755178016
5.414212955091157,0.45049499177606206
5.414212955091157,0.4525698619832982
5.414212955091157,0.4546457395028343
5.414212955091157,0.4567226357892972
5.414212955091157,0.45880056242418177
5.414212955091157,0.46087953111745905
5.414212955091157,0.46295955370920516
5.414212955091157,0.46504064217126734
5.414212955091157,0.46712280860894284
5.414212955091157,0.4692060652627005
5.414212955091157,0.4712904245099124
5.414212955091157,0.47337589886662584
5.414212955091157,0.475462500989364
5.414212955091157,0.4775502436769484
5.414212955091157,0.4796391398723572
5.414212955091157,0.4817292026646096
5.414212955091157,0.4838204452906875
5.414212955091157,0.4859128811374833
5.414212955091157,0.48800652374378234
5.414212955091157,0.4901013868022792
5.414212955091157,0.49219748416162495
5.414212955091157,0.49429482982851336
5.414212955091157,0.496393437969797
5.414212955091157,0.4984933229146444
5.414212955091157,0.500594499156731
5.414212955091157,0.502696981356469
5.414212955091157,0.5048007843432722
5.414212955091157,0.5069059231178658
5.414212955091157,0.5090124128546307
5.414212955091157,0.5111202689039943
5.414212955091157,0.5132295067948548
5.414212955091157,0.5153401422370582
5.414212955091157,0.5174521911239083
5.414212955091157,0.5195656695347316
5.414212955091157,0.5216805937374809
5.414212955091157,0.5237969801913854
5.414212955091157,0.5259148455496538
5.428718527284763,0.5280342066622178
5.428718527284763,0.5301550805785336
5.428718527284763,0.5322774845504298
5.428718527284763,0.5344014360350055
5.428718527284763,0.5365269526975849
5.428718527284763,0.5386540524147263
5.428718527284763,0.5407827532772813
5.428718527284763,0.5429130735935221
5.428718527284763,0.5450450318923094
5.428718527284763,0.5471786469263377
5.428718527284763,0.5493139376754299
5.428718527284763,0.5514509233498972
5.428718527284763,0.5535896233939646
5.428718527284763,0.5557300574892575
5.428718527284763,0.5578722455583576
5.428718527284763,0.560016207768427
5.428718527284763,0.5621619645349005
5.428718527284763,0.5643095365252493
5.428718527284763,0.5664589446628199
5.428718527284763,0.5686102101307451
5.428718527284763,0.5707633543759333
5.428718527284763,0.5729183991131336
5.428718527284763,0.5750753663290872
5.428718527284763,0.5772342782867526
5.428718527284763,0.5793951575296203
5.428718527284763,0.5815580268861142
5.428718527284763,0.5837229094740795
5.428718527284763,0.5858898287053582
5.428718527284763,0.5880588082904652
5.428718527284763,0.5902298722433492
5.428718527284763,0.592403044886262
5.428718527284763,0.5945783508547171
5.428718527284763,0.5967558151025576
5.428718527284763,0.5989354629071268
5.428718527284763,0.6011173198745444
5.428718527284763,0.603301411945097
5.428718527284763,0.6054877653987355
5.428718527284763,0.6076764068606955
5.428718527284763,0.6098673633072305
5.428718527284763,0.6120606620714717
5.428718527284763,0.6142563308494061
5.428718527284763,0.6164543977059941
5.428718527284763,0.6186548910814027
5.428718527284763,0.620857839797391
5.428718527284763,0.6230632730638219
5.428718527284763,0.62527122048532
5.428718527284763,0.627481712068077
5.428718527284763,0.6296947782268038
5.428718527284763,0.6319104497918404
5.428718527284763,0.634128758016419
5.428718527284763,0.6363497345840948
5.428718527284763,0.6385734116163365
5.428718527284763,0.6407998216802954
5.428718527284763,0.6430289977967455
5.428718527284763,0.6452609734482047
5.428718527284763,0.6474957825872439
5.428718527284763,0.6497334596449846
5.428718527284763,0.6519740395397943
5.428718527284763,0.6542175576861796
5.428718527284763,0.6564640500038945
5.428718527284763,0.6587135529272504
5.428718527284763,0.6609661034146572
5.428718527284763,0.6632217389583785
5.428718527284763,0.6654804975945292
5.428718527284763,0.6677424179133001
5.428718527284763,0.6700075390694387
5.428718527284763,0.672275900792975
5.428718527284763,0.6745475434002101
5.428718527284763,0.6768225078049699
5.428718527284763,0.6791008355301379
5.428718527284763,0.6813825687194672
5.428718527284763,0.6836677501496848
5.428718527284763,0.6859564232428996
5.428718527284763,0.6882486320793164
5.428718527284763,0.6905444214102692
5.428718527284763,0.6928438366715837
5.428718527284763,0.6951469239972777
5.428718527284763,0.6974537302336131
5.428718527284763,0.6997643029534979
5.428718527284763,0.7020786904712741
5.443504790388732,0.7043969418578718
5.443504790388732,0.7067191069563685
5.443504790388732,0.7090452363979488
5.443504790388732,0.7113753816182867
5.443504790388732,0.7137095948743568
5.443504790388732,0.716047929261696
5.443504790388732,0.7183904387321208
5.443504790388732,0.7207371781119242
5.443504790388732,0.7230882031205622
5.443504790388732,0.7254435703898434
5.443504790388732,0.7278033374836488
5.443504790388732,0.7301675629181841
5.443504790388732,0.7325363061827973
5.443504790388732,0.7349096277613691
5.443504790388732,0.7372875891543001
5.443504790388732,0.7396702529011149
5.443504790388732,0.7420576826037049
5.443504790388732,0.7444499429502248
5.443504790388732,0.7468470997396756
5.443504790388732,0.7492492199071901
5.443504790388732,0.7516563715500467
5.443504790388732,0.7540686239544386
5.443504790388732,0.7564860476230233
5.443504790388732,0.7589087143032797
5.443504790388732,0.7613366970167051
5.443504790388732,0.7637700700888722
5.443504790388732,0.7662089091803908
5.443504790388732,0.7686532913187946
5.443504790388732,0.7711032949313923
5.443504790388732,0.7735589998791199
5.443504790388732,0.7760204874914245
5.443504790388732,0.7784878406022223
5.443504790388732,0.7809611435869716
5.443504790388732,0.7834404824008989
5.443504790388732,0.7859259446184216
5.443504790388732,0.7884176194738166
5.443504790388732,0.7909155979031761
5.443504790388732,0.7934199725877071
5.443504790388732,0.7959308379984168
5.443504790388732,0.7984482904422485
5.443504790388732,0.8009724281097136
5.443504790388732,0.8035033511240881
5.443504790388732,0.8060411615922284
5.443504790388732,0.8085859636570726
5.443504790388732,0.8111378635518977
5.443504790388732,0.8136969696563983
5.443504790388732,0.8162633925546637
5.443504790388732,0.8188372450951308
5.443504790388732,0.8214186424525922
5.458560465263821,0.8240077021923449
5.458560465263821,0.8266045443365709
5.458560465263821,0.8292092914330375
5.458560465263821,0.8318220686262218
5.458560465263821,0.8344430037309578
5.458560465263821,0.8370722273087148
5.458560465263821,0.8397098727466198
5.458560465263821,0.8423560763393444
5.458560465263821,0.8450109773739802
5.458560465263821,0.8476747182180321
5.458560465263821,0.85034744441067
5.458560465263821,0.8530293047573831
5.458560465263821,0.8557204514281882
5.458560465263821,0.8584210400595551
5.458560465263821,0.8611312298602142
5.458560465263821,0.863851183721029
5.458560465263821,0.8665810683291174
5.458560465263821,0.8693210542864211
5.458560465263821,0.8720713162329307
5.458560465263821,0.8748320329747881
5.458560465263821,0.8776033876174938
5.458560465263821,0.8803855677044703
5.458560465263821,0.8831787653612336
5.458560465263821,0.8859831774454493
5.458560465263821,0.8887990057031607
5.458560465263821,0.8916264569314964
5.458560465263821,0.8944657431481733
5.458560465263821,0.8973170817681446
5.458560465263821,0.9001806957877483
5.458560465263821,0.9030568139767394
5.458560465263821,0.9059456710786147
5.458560465263821,0.9088475080196535
5.458560465263821,0.9117625721271365
5.473874876120233,0.9146911173572195
5.473874876120233,0.9176334045329798
5.473874876120233,0.9205897015931782
5.473874876120233,0.9235602838523113
5.473874876120233,0.9265454342725749
5.473874876120233,0.9295454437483888
5.473874876120233,0.9325606114041772
5.473874876120233,0.9355912449061482
5.473874876120233,0.9386376607888584
5.473874876120233,0.9417001847974024
5.473874876120233,0.944779152246123
5.473874876120233,0.9478749083947978
5.473874876120233,0.9509878088433206
5.473874876120233,0.954118219945963
5.473874876120233,0.9572665192463852
5.473874876120233,0.9604330959346296
5.473874876120233,0.9636183513274335
5.473874876120233,0.9668226993732799
5.473874876120233,0.9700465671837061
5.473874876120233,0.9732903955925059
5.473874876120233,0.9765546397445718
5.473874876120233,0.9798397697162508
5.473874876120233,0.9831462711692279
5.473874876120233,0.9864746460400999
5.489437910335499,0.9898254132679597
5.489437910335499,0.9931991095624884
5.489437910335499,0.9965962902152429
5.489437910335499,1.0000175299570317
5.489437910335499,1.0034634238644926
5.489437910335499,1.0069345883192307
5.489437910335499,1.0104316620231444
5.489437910335499,1.0139553070738418
5.489437910335499,1.017506210104377
5.489437910335499,1.0210850834918679
5.489437910335499,1.024692666639932
5.489437910335499,1.0283297273402843
5.489437910335499,1.0319970632192794
5.489437910335499,1.0356955032756696
5.489437910335499,1.0394259095163791
5.489437910335499,1.0431891786976673
5.489437910335499,1.0469862441796944
5.505239981465034,1.0508180779031964
5.505239981465034,1.0546856924977268
5.505239981465034,1.0585901435317666
5.505239981465034,1.0625325319159105
5.505239981465034,1.0665140064713396
5.505239981465034,1.0705357666768935
5.505239981465034,1.074599065609252
5.505239981465034,1.0787052130920753
5.505239981465034,1.082855579071392
5.505239981465034,1.0870515972361314
5.505239981465034,1.0912947689044437
5.505239981465034,1.0955866671983823
5.505239981465034,1.099928941531637
5.52127199515152,1.1043233224373141
5.52127199515152,1.1087716267653225
5.52127199515152,1.1132757632816794
5.52127199515152,1.1178377387051244
5.52127199515152,1.122459664219727
5.52127199515152,1.1271437625058107
5.52127199515152,1.1318923753354442
5.52127199515152,1.1367079717830122
5.52127199515152,1.1415931571059692
5.537525317669944,1.1465506823558114
5.537525317669944,1.151583454784535
5.537525317669944,1.156694549117396
5.537525317669944,1.1618872197685428
5.537525317669944,1.1671649140820204
5.537525317669944,1.1725312866865805
5.537525317669944,1.177990215058493
5.537525317669944,1.1835458163918844
5.5539917468721836,1.1892024658806104
5.5539917468721836,1.1949648165188276
5.5539917468721836,1.2008378205284629
5.5539917468721836,1.2068267525198022
5.5539917468721836,1.2129372344850053
5.5539917468721836,1.2191752627117958
5.570663485319021,1.2255472366834481
5.570663485319021,1.2320599899983498
5.570663485319021,1.2387208232936422
5.570663485319021,1.2455375390872159
5.570663485319021,1.2525184783533523
5.587533115408756,1.2596725585100617
5.587533115408756,1.2670093123082902
