nothing,0.5239392677758866
nothing,0.8624638420277821
nothing,1.0592752965983525
nothing,1.1810858068531662
nothing,1.2630350271187476
nothing,1.3222248268102652
nothing,1.367482483764358
nothing,1.403718887156986
nothing,1.4338600081287052
nothing,1.4597567410962649
nothing,1.4826439938656946
nothing,1.5033877486230194
nothing,1.5226261677319626
nothing,1.540855008163852
nothing,1.5584827157004568
nothing,1.5758688900677125
nothing,1.5933541671951104
nothing,1.6112869179987053
nothing,1.630051235322029
nothing,1.6501010523189297
nothing,1.6720070727007939
nothing,1.696527354552111
nothing,1.7247210074027075
nothing,1.7581425364762675
nothing,1.7991939853705057
nothing,1.8518039075695882
nothing,1.9228278367410128
nothing,2.0251377691171055
nothing,2.184686767729949
nothing,2.4542413791180273
nothing,2.9063684596228554
