b,alpha
5.485,0.001154700410121379
5.485,0.0023094040384849528
5.485,0.0034641180921567796
5.485,0.004618849777786945
5.485,0.005773606303357835
5.485,0.0069283948774838235
5.485,0.00808322271023556
5.485,0.009238097013157278
5.485,0.010393024999788447
5.485,0.011548013885846331
5.485,0.012703070889556184
5.485,0.013858203232010839
5.485,0.015013418137410707
5.485,0.01616872283339502
5.485,0.01732412455138964
5.485,0.018479630526837935
5.485,0.01963524799961734
5.485,0.02079098421422213
5.485,0.02194684642019827
5.485,0.023102841872343023
5.485,0.02425897783113228
5.485,0.025415261562922908
5.485,0.026571700340345433
5.485,0.02772830144255914
5.485,0.028885072155623363
5.485,0.030042019772776186
5.485,0.031199151594747704
5.485,0.03235647493009576
5.485,0.03351399709552882
5.485,0.03467172541618684
5.485,0.035829667226004426
5.485,0.036987829868008804
5.485,0.0381462206946453
5.485,0.03930484706809896
5.485,0.04046371636061034
5.485,0.04162283595482121
5.485,0.04278221324409262
5.485,0.043941855632812804
5.485,0.04510177053675351
5.485,0.04626196538337489
5.485,0.04742244761216963
5.485,0.04858322467500777
5.485,0.049744304036428426
5.485,0.0509056931740329
5.485,0.052067399578762955
5.485,0.05322943075528396
5.485,0.05439179422229802
5.485,0.055554497512887095
5.485,0.05671754817487797
5.485,0.057880953771150975
5.485,0.05904472188001687
5.485,0.060208860095549224
5.485,0.0613733760279397
5.485,0.06253827730383232
5.485,0.06370357156670563
5.485,0.06486926647720925
5.485,0.06603536971351939
5.485,0.0672018889717042
5.485,0.06836883196608316
5.485,0.06953620642959077
5.485,0.07070402011413283
5.485,0.07187228079097797
5.485,0.07304099625109053
5.485,0.0742101743055341
5.485,0.0753798227858302
5.485,0.07654994954433943
5.485,0.0777205624546352
5.485,0.07889166941189228
5.485,0.08006327833326181
5.485,0.08123539715827247
5.485,0.08240803384919469
5.485,0.08358119639146018
5.485,0.08475489279403314
5.485,0.08592913108982328
5.485,0.08710391933607359
5.485,0.08827926561477356
5.485,0.08945517803305396
5.485,0.09063166472360672
5.485,0.09180873384508641
5.485,0.09298639358252932
5.485,0.0941646521477676
5.485,0.09534351777986533
5.485,0.0965229987455159
5.485,0.09770310333949282
5.485,0.09888383988507271
5.485,0.10006521673445941
5.485,0.10124724226923772
5.485,0.10242992490081394
5.485,0.10361327307084116
5.485,0.10479729525169275
5.485,0.10598199994689443
5.485,0.10716739569159775
5.485,0.1083534910530282
5.485,0.10954029463094518
5.485,0.11072781505812909
5.485,0.1119160610008327
5.485,0.11310504115927011
5.485,0.11429476426809096
5.485,0.1154852390968686
5.485,0.11667647445058717
5.485,0.11786847917013271
5.485,0.11906126213279311
5.485,0.12025483225276866
5.485,0.12144919848166588
5.485,0.1226443698090147
5.485,0.12384035526278662
5.485,0.1250371639099173
5.485,0.1262348048568303
5.485,0.12743328724996764
5.485,0.1286326202763352
5.485,0.12983281316402853
5.485,0.1310338751828016
5.485,0.1322358156446012
5.485,0.13343864390413193
5.485,0.13464236935942295
5.485,0.13584700145239445
5.485,0.13705254966943328
5.485,0.13825902354197514
5.485,0.13946643264709144
5.485,0.14067478660807944
5.485,0.14188409509507355
5.485,0.14309436782562893
5.485,0.14430561456535757
5.485,0.14551784512853475
5.485,0.14673106937871966
5.485,0.14794529722940117
5.485,0.1491605386446251
5.485,0.15037680363964262
5.485,0.15159410228156842
5.485,0.1528124446900293
5.51,0.15403184103784498
5.51,0.15525230155169006
5.51,0.1564738365127901
5.51,0.15769645625759007
5.51,0.1589201711784756
5.51,0.16014499172446484
5.51,0.16137092840191924
5.51,0.1625979917752792
5.51,0.1638261924677741
5.51,0.16505554116218163
5.51,0.16628604860155594
5.51,0.16751772558999745
5.51,0.16875058299340734
5.51,0.16998463174026665
5.51,0.17121988282241768
5.51,0.17245634729585244
5.51,0.17369403628152122
5.51,0.1749329609661354
5.51,0.17617313260299217
5.51,0.17741456251280577
5.51,0.17865726208454963
5.51,0.17990124277630054
5.51,0.18114651611611082
5.51,0.18239309370286919
5.51,0.18364098720719182
5.51,0.1848902083723152
5.51,0.1861407690149955
5.51,0.18739268102643739
5.51,0.18864595637320414
5.51,0.189900607098176
5.51,0.19115664532149174
5.51,0.1924140832415134
5.51,0.193672933135803
5.51,0.19493320736211983
5.51,0.1961949183594048
5.51,0.19745807864881534
5.51,0.1987227008347372
5.51,0.19998879760583602
5.51,0.2012563817361099
5.51,0.2025254660859562
5.51,0.2037960636032585
5.51,0.20506818732448268
5.51,0.20634185037578792
5.51,0.20761706597416169
5.51,0.20889384742855216
5.51,0.21017220814103285
5.51,0.21145216160797592
5.51,0.2127337214212403
5.51,0.21401690126938205
5.51,0.21530171493887137
5.51,0.21658817631533953
5.51,0.21787629938482833
5.51,0.21916609823507113
5.51,0.22045758705678056
5.51,0.2217507801449656
5.51,0.22304569190025175
5.51,0.2243423368302348
5.51,0.2256407295508484
5.51,0.22694088478774355
5.51,0.22824281737770502
5.51,0.22954654227007132
5.51,0.23085207452818046
5.51,0.2321594293308425
5.535,0.23346862197382662
5.535,0.23477966787137422
5.535,0.236092582557725
5.535,0.23740738168868408
5.535,0.2387240810431904
5.535,0.24004269652492244
5.535,0.2413632441639275
5.535,0.24268574011826521
5.535,0.24401020067568652
5.535,0.245336642255333
5.535,0.24666508140946233
5.535,0.24799553482519715
5.535,0.24932801932630733
5.535,0.2506625518750143
5.535,0.2519991495738215
5.535,0.2533378296673795
5.535,0.2546786095443709
5.535,0.2560215067394352
5.535,0.2573665389351126
5.535,0.25871372396382747
5.535,0.26006307980989507
5.535,0.26141462461156567
5.535,0.26276837666309794
5.535,0.2641243544168641
5.535,0.2654825764854947
5.535,0.2668430616440479
5.535,0.26820582883222316
5.535,0.26957089715660115
5.535,0.2709382858929302
5.535,0.272308014488438
5.535,0.2736801025641919
5.535,0.27505456991749155
5.535,0.2764314365242999
5.535,0.27781072254171757
5.535,0.2791924483104977
5.535,0.28057663435759717
5.535,0.28196330139878023
5.535,0.28335247034125294
5.535,0.2847441622863529
5.535,0.28613839853227824
5.535,0.2875352005768625
5.535,0.28893459012039846
5.535,0.2903365890685099
5.56,0.2917412195350714
5.56,0.2931485038451768
5.56,0.2945584645381609
5.56,0.29597112437067497
5.56,0.2973865063198062
5.56,0.2988046335862667
5.56,0.30022552959762117
5.56,0.30164921801158584
5.56,0.3030757227193728
5.56,0.30450506784910364
5.56,0.305937277769278
5.56,0.30737237709230214
5.56,0.3088103906780863
5.56,0.3102513436377014
5.56,0.3116952613371025
5.56,0.31314216940092354
5.56,0.3145920937163307
5.56,0.3160450604369595
5.56,0.3175010959869122
5.56,0.31896022706483246
5.56,0.3204224806480591
5.56,0.3218878839968473
5.56,0.32335646465867735
5.56,0.3248282504726366
5.56,0.32630326957388894
5.56,0.327781550398222
5.56,0.32926312168668487
5.56,0.330748012490312
5.56,0.33223625217493435
5.56,0.3337278704260852
5.56,0.3352228972539989
5.56,0.3367213629987043
5.56,0.3382232983352178
5.56,0.3397287342788358
5.585,0.3412377021905308
5.585,0.34275023378245184
5.585,0.34426636112353465
5.585,0.34578611664521625
5.585,0.34730953314727203
5.585,0.34883664380375956
5.585,0.3503674821690835
5.585,0.35190208218418606
5.585,0.3534404781828539
5.585,0.35498270489815803
5.585,0.3565287974690201
5.585,0.35807879144691745
5.585,0.3596327228027174
5.585,0.3611906279336577
5.585,0.3627525436704662
5.585,0.3643185072846323
5.585,0.3658885564958232
5.585,0.3674627294794617
5.585,0.36904106487445354
5.585,0.37062360179108644
5.585,0.37221037981908967
5.585,0.37380143903586344
5.585,0.37539682001489105
5.585,0.3769965638343206
5.585,0.3786007120857393
5.585,0.38020930688312876
5.585,0.38182239087202513
5.61,0.3834400072388649
5.61,0.38506219972054684
5.61,0.38668901261419436
5.61,0.38832049078714076
5.61,0.38995667968712744
5.61,0.3915976253527359
5.61,0.39324337442404855
5.61,0.3948939741535471
5.61,0.39654947241726235
5.61,0.3982099177261698
5.61,0.39987535923784784
5.61,0.4015458467684009
5.61,0.40322143080465583
5.61,0.4049021625166412
5.61,0.4065880937703516
5.61,0.40827927714081186
5.61,0.4099757659254474
