3.942476676500724e-8,2.36,4.96
0.09022040655881607,2.36,4.96
0.17903877968604423,2.36,4.96
0.26518083951365384,2.36,4.96
0.34760004279094864,2.36,4.96
0.4255326545622561,2.35,4.96
0.49850591713069964,2.35,4.96
0.5663095514762402,2.35,4.96
0.6289461586479388,2.34,4.97
0.6865750817253361,2.34,4.97
0.7394599095467839,2.33,4.97
0.7879249287707665,2.32,4.97
0.8323220659915123,2.31,4.97
0.8730076046174253,2.31,4.98
0.9103269487541213,2.3,4.98
0.944605489426082,2.28,4.98
0.9761438193806089,2.28,4.99
1.005215885278594,2.27,4.99
1.0320690207478997,2.25,4.99
1.056925109256576,2.25,4.99
1.0799823647084634,2.24,5.0
1.1014173935960838,2.23,5.01
1.121387326688366,2.22,5.01
1.1400318929839823,2.22,5.01
1.1574753648946419,2.2,5.02
1.1738283399060188,2.19,5.02
1.1891893466530663,2.18,5.03
1.2036462769740703,2.17,5.03
1.2172776532177783,2.16,5.03
1.230153744006302,2.15,5.04
1.2423375432293724,2.14,5.04
1.253885627200739,2.13,5.04
1.2648489042521198,2.12,5.05
1.2752732699601448,2.12,5.05
1.2852001799374826,2.11,5.05
1.2946671508157674,2.1,5.06
1.3037081987887709,2.09,5.06
1.3123542239142227,2.08,5.07
1.3206333473122476,2.07,5.07
1.3285712074533755,2.05,5.08
1.3361912208967475,2.05,5.08
1.3435148121120601,2.04,5.09
1.350561616387403,2.02,5.09
1.3573496592790764,2.02,5.1
1.3638955155885437,2.01,5.11
1.3702144504462936,1.99,5.11
1.3763205447338138,1.99,5.11
1.3822268067753027,1.98,5.12
1.3879452719733365,1.97,5.13
1.3934870918414037,1.95,5.13
1.3988626136959306,1.93,5.14
1.4040814521065896,1.92,5.14
1.4091525530625688,1.91,5.15
1.4140842516907441,1.91,5.15
1.418884324256581,1.9,5.16
1.4235600350877078,1.89,5.17
1.428118178981397,1.89,5.18
1.4325651195889637,1.87,5.18
1.4369068242108347,1.84,5.19
1.4411488953845213,1.83,5.19
1.4452965996028566,1.82,5.21
1.4493548934607194,1.81,5.21
1.453328447494284,1.8,5.22
1.4572216679469252,1.79,5.22
1.461038716669707,1.78,5.24
1.4647835293413978,1.77,5.25
1.4684598321727493,1.75,5.26
1.4720711572420029,1.74,5.28
1.4756208565929294,1.73,5.28
1.479112115212876,1.72,5.29
1.482547962996093,1.71,5.3
1.4859312857867977,1.71,5.3
1.4892648355868692,1.7,5.31
1.492551240004565,1.69,5.31
1.4957930110131237,1.69,5.32
1.4989925530813957,1.66,5.33
1.5021521707326966,1.65,5.33
1.5052740755827358,1.64,5.34
1.508360392902756,1.63,5.35
1.51141316774976,1.62,5.36
1.514434370701942,1.61,5.37
1.5174259032340387,1.6,5.37
1.5203896027643053,1.56,5.38
1.5233272474021056,1.54,5.39
1.5262405604226834,1.53,5.4
1.529131214493515,1.52,5.41
1.5320008356746964,1.5,5.42
1.5348510072140829,1.49,5.43
1.5376832731563441,1.48,5.45
1.540499141783708,1.47,5.46
1.5433000889049302,1.45,5.49
1.546087561007925,1.44,5.51
1.5488629782905146,1.43,5.52
1.551627737582891,1.42,5.52
1.5543832151746282,1.4,5.53
1.5571307695584167,1.39,5.54
1.5598717441021224,1.38,5.55
1.5626074696602827,1.37,5.55
1.5653392671357407,1.36,5.57
1.5680684500017852,1.34,5.58
1.5707963267948966,1.33,5.59
1.5735242035880082,1.32,5.61
1.5762533864540524,1.31,5.61
1.5789851839295106,1.3,5.63
1.5817209094876707,1.28,5.66
1.5844618840313767,1.27,5.67
1.587209438415165,1.26,5.69
1.5899649160069023,1.24,5.7
1.5927296752992786,1.23,5.71
1.5955050925818683,1.22,5.72
1.5982925646848631,1.2,5.73,5.74,5.75
1.6010935118060854,1.19,5.76
1.6039093804334492,1.18,5.79
1.6067416463757105,1.17,5.8
1.609591817915097,1.16,5.81
1.6124614390962781,1.14,5.83
1.6153520931671097,1.13,5.86
1.6182654061876878,1.12,5.87
1.621203050825488,1.11,5.88
1.6241667503557546,1.1,5.89
1.6271582828878512,1.09,5.9
1.6301794858400331,1.08,5.91
1.6332322606870373,1.06,5.98
1.6363185780070573,1.05,5.99
1.6394404828570968,1.03,6.0
1.6426001005083974,1.02,6.03
1.6457996425766697,1.0,6.05
1.649041413585228,0.99,6.07
1.6523278180029242,0.98,6.09
1.6556613678029954,0.97,6.11
1.6590446905937002,0.96,6.12
1.6624805383769172,0.94,6.15
1.6659717969968637,0.93,6.18
1.6695214963477902,0.92,6.21
1.673132821417044,0.9,6.23
1.6768091242483953,0.89,6.26
1.6805539369200864,0.87,6.28
1.6843709856428681,0.86,6.32
1.6882642060955093,0.85,6.35
1.692237760129074,0.84,6.38
1.6962960539869367,0.83,6.41
1.7004437582052718,0.82,6.44
1.7046858293789586,0.81,6.46
1.7090275340008296,0.79,6.49
1.7134744746083963,0.78,6.52
1.7180326185020856,0.77,6.56
1.7227083293332124,0.75,6.6
1.7275084018990492,0.74,6.62
1.7324401005272243,0.72,6.67
1.7375112014832037,0.71,6.7
1.7427300398938625,0.7,6.73
1.7481055617483896,0.69,6.76
1.7536473816164568,0.68,6.84
1.7593658468144904,0.67,6.86
1.7652721088559795,0.65,6.87
1.7713782031434995,0.64,6.89
1.7776971380012496,0.63,6.94
1.784242994310717,0.62,6.98
1.79103103720239,0.61,7.02,7.03,7.09
1.798077841477733,0.6,7.11
1.8054014326930456,0.58,7.13
1.8130214461364178,0.57,7.21
1.8209593062775458,0.55,7.22
1.8292384296755704,0.54,7.29
1.8378844548010225,0.53,7.34
1.8469255027740261,0.51,7.4
1.8563924736523107,0.5,7.44
1.8663193836296488,0.48,7.48,7.49,7.5
1.8767437493376735,0.47,7.55
1.887707026389054,0.46,7.59
1.8992551103604212,0.45,7.63,7.64,7.66
1.9114389095834916,0.44,7.69
1.924315000372015,0.43,7.76
1.9379463766157228,0.42,7.82
1.952403306936727,0.41,7.88
1.967764313683775,0.4,7.96
1.9841172886951515,0.38,8.01
2.001560760605811,0.36,8.07
2.0202053269014275,0.35,8.13
2.0401752599937097,0.34,8.2
2.0616102888813304,0.32,8.26
2.0846675443332177,0.32,8.29,8.3,8.31,8.32,8.33
2.109523632841894,0.31,8.38
2.136376768311199,0.3,8.42
2.1654488342091844,0.29,8.5
2.196987164163712,0.28,8.56,8.57,8.58
2.2312657048356725,0.27,8.62
2.268585048972369,0.27,8.68
2.3092705875982817,0.25,8.77
2.3536677248190268,0.24,8.81
2.4021327440430094,0.23,8.88
2.455017571864459,0.23,8.95
2.5126464949418548,0.22,9.0
2.575283102113553,0.21,9.04
2.643086736459092,0.21,9.1
2.7160599990275363,0.2,9.15
2.7939926107988473,0.19,9.19
2.8764118140761363,0.19,9.22
2.962553873903746,0.19,9.24
3.0513722470309848,0.18,9.25
